Node,Operator,Number of Params,Params (%),Memory (in Bytes),Memory (%),Compute Operations,Compute Operations (%),Compute-to-Memory Ratio (Operations/Byte),Weights and Bias Memory (%),Output Memory (%),Inputs Shape,Output Shape,Weights and Bias Shape,Inputs Size,Weights and Bias Size,Output Size,Inputs Memory (in Bytes),Weights and Bias Memory (in Bytes),Output Memory (in Bytes),Weights and Bias Memory (in MB),Output Memory (in MB),Memory (in MB)
/model/layers.5/self_attn/Neg,Neg,0.0,0.0,,,2048.0,0.0,,,,1x32x1x64,1x32x1x64,,2048.0,0.0,2048.0,4096.0,,,,,
/model/layers.5/self_attn/Concat_3,Concat,0.0,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,"1x32x1x64, 1x32x1x64",1x32x1x128,,4096.0,0.0,4096.0,8192.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.5/self_attn/Mul_1,Mul,0.0,0.0,8192.0,0.0,4096.0,0.0,0.5,0.0,0.0,"1x32x1x128, 1x1x1x128",1x32x1x128,,4224.0,0.0,4096.0,8448.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.5/self_attn/Add,Add,0.0,0.0,8192.0,0.0,4096.0,0.0,0.5,0.0,0.0,"1x32x1x128, 1x32x1x128",1x32x1x128,,8192.0,0.0,4096.0,16384.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.5/self_attn/Mul_2,Mul,0.0,0.0,2048.0,0.0,1024.0,0.0,0.5,0.0,0.0,"1x8x1x128, 1x1x1x128",1x8x1x128,,1152.0,0.0,1024.0,2304.0,0.0,2048.0,0.0,0.002048,0.002048
/model/layers.5/self_attn/Shape_3,Shape,0.0,0.0,,,0.0,0.0,,,,1x8x1x128,4,,1024.0,0.0,4.0,2048.0,,,,,
/model/layers.5/self_attn/Constant_20,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Constant_21,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Constant_22,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_8,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_23,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Slice_2,Slice,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,"1x8x1x128, 1, 1, 1, 1",1x8x1x64,,1028.0,0.0,512.0,2080.0,0.0,1024.0,0.0,0.001024,0.001024
/model/layers.5/self_attn/Constant_24,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Constant_25,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_9,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_26,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Constant_27,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Slice_3,Slice,0.0,0.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,"1x8x1x128, 1, 1, 1, 1",1x8x1x64,,1028.0,0.0,512.0,2080.0,0.0,1024.0,0.0,0.001024,0.001024
/model/layers.5/self_attn/Neg_1,Neg,0.0,0.0,,,512.0,0.0,,,,1x8x1x64,1x8x1x64,,512.0,0.0,512.0,1024.0,,,,,
/model/layers.5/self_attn/Concat_4,Concat,0.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,"1x8x1x64, 1x8x1x64",1x8x1x128,,1024.0,0.0,1024.0,2048.0,0.0,2048.0,0.0,0.002048,0.002048
/model/layers.5/self_attn/Mul_3,Mul,0.0,0.0,2048.0,0.0,1024.0,0.0,0.5,0.0,0.0,"1x8x1x128, 1x1x1x128",1x8x1x128,,1152.0,0.0,1024.0,2304.0,0.0,2048.0,0.0,0.002048,0.002048
/model/layers.5/self_attn/Add_1,Add,0.0,0.0,2048.0,0.0,1024.0,0.0,0.5,0.0,0.0,"1x8x1x128, 1x8x1x128",1x8x1x128,,2048.0,0.0,1024.0,4096.0,0.0,2048.0,0.0,0.002048,0.002048
/model/layers.5/self_attn/Concat_5,Concat,0.0,0.0,2099200.0,0.012,0.0,0.0,0.0,0.0,0.012,"1x8x1024x128, 1x8x1x128",1x8x1025x128,,1049600.0,0.0,1049600.0,2099200.0,0.0,2099200.0,0.0,2.0992,2.0992
/model/layers.5/self_attn/Concat_6,Concat,0.0,0.0,,,0.0,0.0,,,,"1x8x1024x128, 1x8x1x128",1x8x1025x128,,1049600.0,0.0,1049600.0,2099200.0,,,,,
/model/layers.5/self_attn/Shape_4,Shape,0.0,0.0,,,0.0,0.0,,,,1x8x1025x128,4,,1049600.0,0.0,4.0,2099200.0,,,,,
/model/layers.5/self_attn/Shape_5,Shape,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1x8x1025x128,4,,1049600.0,0.0,4.0,2099200.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Shape_6,Shape,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1x8x1025x128,4,,1049600.0,0.0,4.0,2099200.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Shape_7,Shape,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1x8x1025x128,4,,1049600.0,0.0,4.0,2099200.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Constant_32,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_10,Unsqueeze,0.0,0.0,2099200.0,0.012,0.0,0.0,0.0,0.0,0.012,"1x8x1025x128, 1",1x8x1x1025x128,,1049601.0,0.0,1049600.0,2099208.0,0.0,2099200.0,0.0,2.0992,2.0992
/model/layers.5/self_attn/Constant_33,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_11,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_34,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_12,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_35,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Constant_36,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_13,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_37,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_14,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Concat_7,Concat,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,"1, 1, 1, 1, 1",5,,5.0,0.0,5.0,40.0,0.0,40.0,0.0,4e-05,4e-05
/model/layers.5/self_attn/Shape_8,Shape,0.0,0.0,,,0.0,0.0,,,,5,1,,5.0,0.0,1.0,40.0,,,,,
/model/layers.5/self_attn/ConstantOfShape,ConstantOfShape,0.0,0.0,,,0.0,0.0,,,,1,5,,1.0,0.0,5.0,8.0,,,,,
/model/layers.5/self_attn/Mul_4,Mul,0.0,0.0,,,5.0,0.0,,,,5,5,,5.0,0.0,5.0,40.0,,,,,
/model/layers.5/self_attn/Equal,Equal,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,"5, 5",5,,10.0,0.0,5.0,80.0,0.0,5.0,0.0,5e-06,5e-06
/model/layers.5/self_attn/Where,Where,0.0,0.0,40.0,0.0,5.0,0.0,0.125,0.0,0.0,"5, 5, 5",5,,15.0,0.0,5.0,85.0,0.0,40.0,0.0,4e-05,4e-05
/model/layers.5/self_attn/Expand,Expand,0.0,0.0,8396800.0,0.047,4198400.0,0.054,0.5,0.0,0.047,"1x8x1x1025x128, 5",1x8x4x1025x128,,1049605.0,0.0,4198400.0,2099240.0,0.0,8396800.0,0.0,8.3968,8.3968
Constant_4254,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_15,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
Constant_4256,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_16,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
Constant_4258,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_17,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
Constant_4260,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_18,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Concat_8,Concat,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4.0,0.0,4.0,32.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Reshape_4,Reshape,0.0,0.0,8396800.0,0.047,0.0,0.0,0.0,0.0,0.047,"1x8x4x1025x128, 4",1x32x1025x128,,4198404.0,0.0,4198400.0,8396832.0,0.0,8396800.0,0.0,8.3968,8.3968
/model/layers.5/self_attn/Shape_9,Shape,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1x8x1025x128,4,,1049600.0,0.0,4.0,2099200.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Shape_10,Shape,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1x8x1025x128,4,,1049600.0,0.0,4.0,2099200.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Shape_11,Shape,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1x8x1025x128,4,,1049600.0,0.0,4.0,2099200.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Shape_12,Shape,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1x8x1025x128,4,,1049600.0,0.0,4.0,2099200.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Constant_45,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_19,Unsqueeze,0.0,0.0,2099200.0,0.012,0.0,0.0,0.0,0.0,0.012,"1x8x1025x128, 1",1x8x1x1025x128,,1049601.0,0.0,1049600.0,2099208.0,0.0,2099200.0,0.0,2.0992,2.0992
/model/layers.5/self_attn/Constant_46,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_20,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_47,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_21,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_48,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Constant_49,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_22,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_50,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_23,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Concat_9,Concat,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,"1, 1, 1, 1, 1",5,,5.0,0.0,5.0,40.0,0.0,40.0,0.0,4e-05,4e-05
/model/layers.5/self_attn/Shape_13,Shape,0.0,0.0,,,0.0,0.0,,,,5,1,,5.0,0.0,1.0,40.0,,,,,
/model/layers.5/self_attn/ConstantOfShape_1,ConstantOfShape,0.0,0.0,,,0.0,0.0,,,,1,5,,1.0,0.0,5.0,8.0,,,,,
/model/layers.5/self_attn/Mul_6,Mul,0.0,0.0,,,5.0,0.0,,,,5,5,,5.0,0.0,5.0,40.0,,,,,
/model/layers.5/self_attn/Equal_1,Equal,0.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,"5, 5",5,,10.0,0.0,5.0,80.0,0.0,5.0,0.0,5e-06,5e-06
/model/layers.5/self_attn/Where_1,Where,0.0,0.0,40.0,0.0,5.0,0.0,0.125,0.0,0.0,"5, 5, 5",5,,15.0,0.0,5.0,85.0,0.0,40.0,0.0,4e-05,4e-05
/model/layers.5/self_attn/Expand_1,Expand,0.0,0.0,8396800.0,0.047,4198400.0,0.054,0.5,0.0,0.047,"1x8x1x1025x128, 5",1x8x4x1025x128,,1049605.0,0.0,4198400.0,2099240.0,0.0,8396800.0,0.0,8.3968,8.3968
Constant_4299,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_24,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
Constant_4301,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_25,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
Constant_4303,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_26,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
Constant_4305,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_27,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Concat_10,Concat,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,"1, 1, 1, 1",4,,4.0,0.0,4.0,32.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Reshape_6,Reshape,0.0,0.0,8396800.0,0.047,0.0,0.0,0.0,0.0,0.047,"1x8x4x1025x128, 4",1x32x1025x128,,4198404.0,0.0,4198400.0,8396832.0,0.0,8396800.0,0.0,8.3968,8.3968
/model/layers.5/self_attn/Transpose_3,Transpose,0.0,0.0,,,0.0,0.0,,,,1x32x1025x128,1x32x128x1025,,4198400.0,0.0,4198400.0,8396800.0,,,,,
/model/layers.5/self_attn/MatMul,MatMul,0.0,0.0,65600.0,0.0,32800.0,0.0,0.5,0.0,0.0,"1x32x1x128, 1x32x128x1025",1x32x1x1025,,4202496.0,0.0,32800.0,8404992.0,0.0,65600.0,0.0,0.0656,0.0656
/model/layers.5/self_attn/Div_2,Div,0.0,0.0,,,32800.0,0.0,,,,1x32x1x1025,1x32x1x1025,,32800.0,0.0,32800.0,65600.0,,,,,
/model/layers.5/self_attn/Shape_14,Shape,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1x32x1025x128,4,,4198400.0,0.0,4.0,8396800.0,0.0,32.0,0.0,3.2e-05,3.2e-05
/model/layers.5/self_attn/Constant_56,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Constant_57,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Constant_58,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_28,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_59,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Slice_4,Slice,0.0,0.0,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,"1x1x1x2048, 1, 1, 1, 1",1x1x1x1025,,2052.0,0.0,1025.0,4128.0,0.0,2050.0,0.0,0.00205,0.00205
/model/layers.5/self_attn/Add_2,Add,0.0,0.0,65600.0,0.0,32800.0,0.0,0.5,0.0,0.0,"1x32x1x1025, 1x1x1x1025",1x32x1x1025,,33825.0,0.0,32800.0,67650.0,0.0,65600.0,0.0,0.0656,0.0656
/model/layers.5/self_attn/Softmax,Softmax,0.0,0.0,,,98400.0,0.001,,,,1x32x1x1025,1x32x1x1025,,32800.0,0.0,32800.0,65600.0,,,,,
/model/layers.5/self_attn/MatMul_1,MatMul,0.0,0.0,8192.0,0.0,4096.0,0.0,0.5,0.0,0.0,"1x32x1x1025, 1x32x1025x128",1x32x1x128,,4231200.0,0.0,4096.0,8462400.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.5/self_attn/Transpose_4,Transpose,0.0,0.0,,,0.0,0.0,,,,1x32x1x128,1x1x32x128,,4096.0,0.0,4096.0,8192.0,,,,,
Constant_4328,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_29,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
Constant_4330,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Unsqueeze_30,Unsqueeze,0.0,0.0,,,0.0,0.0,,,,1,1,,1.0,0.0,1.0,8.0,,,,,
/model/layers.5/self_attn/Constant_60,Constant,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8e-06,8e-06
/model/layers.5/self_attn/Concat_11,Concat,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,"1, 1, 1",3,,3.0,0.0,3.0,24.0,0.0,24.0,0.0,2.4e-05,2.4e-05
/model/layers.5/self_attn/Reshape_7,Reshape,0.0,0.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,"1x1x32x128, 3",1x1x4096,,4099.0,0.0,4096.0,8216.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.5/self_attn/o_proj/MatMul,MatMul,16777216.0,0.209,,,16777216.0,0.216,,,,1x1x4096,1x1x4096,4096x4096,4096.0,16777216.0,4096.0,8192.0,,,,,
/model/layers.5/Add,Add,0.0,0.0,8192.0,0.0,4096.0,0.0,0.5,0.0,0.0,"1x1x4096, 1x1x4096",1x1x4096,,8192.0,0.0,4096.0,16384.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.5/post_attention_layernorm/Pow,Pow,0.0,0.0,,,4096.0,0.0,,,,1x1x4096,1x1x4096,,4096.0,0.0,4096.0,8192.0,,,,,
/model/layers.5/post_attention_layernorm/ReduceMean,ReduceMean,0.0,0.0,,,1.0,0.0,,,,1x1x4096,1x1x1,,4096.0,0.0,1.0,8192.0,,,,,
/model/layers.5/post_attention_layernorm/Add,Add,0.0,0.0,,,1.0,0.0,,,,1x1x1,1x1x1,,1.0,0.0,1.0,2.0,,,,,
/model/layers.5/post_attention_layernorm/Sqrt,Sqrt,0.0,0.0,,,1.0,0.0,,,,1x1x1,1x1x1,,1.0,0.0,1.0,2.0,,,,,
/model/layers.5/post_attention_layernorm/Div,Div,0.0,0.0,,,1.0,0.0,,,,1x1x1,1x1x1,,1.0,0.0,1.0,2.0,,,,,
/model/layers.5/post_attention_layernorm/Mul,Mul,0.0,0.0,8192.0,0.0,4096.0,0.0,0.5,0.0,0.0,"1x1x4096, 1x1x1",1x1x4096,,4097.0,0.0,4096.0,8194.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.5/post_attention_layernorm/Mul_1,Mul,4096.0,0.0,,,4096.0,0.0,,,,1x1x4096,1x1x4096,4096,4096.0,4096.0,4096.0,8192.0,,,,,
/model/layers.5/mlp/gate_proj/MatMul,MatMul,58720256.0,0.731,,,58720256.0,0.754,,,,1x1x4096,1x1x14336,4096x14336,4096.0,58720256.0,14336.0,8192.0,,,,,
/model/layers.5/mlp/act_fn/Sigmoid,Sigmoid,0.0,0.0,,,57344.0,0.001,,,,1x1x14336,1x1x14336,,14336.0,0.0,14336.0,28672.0,,,,,
/model/layers.5/mlp/act_fn/Mul,Mul,0.0,0.0,28672.0,0.0,14336.0,0.0,0.5,0.0,0.0,"1x1x14336, 1x1x14336",1x1x14336,,28672.0,0.0,14336.0,57344.0,0.0,28672.0,0.0,0.028672,0.028672
/model/layers.5/mlp/up_proj/MatMul,MatMul,58720256.0,0.731,117469184.0,0.664,58720256.0,0.754,0.5,0.664,0.0,1x1x4096,1x1x14336,4096x14336,4096.0,58720256.0,14336.0,8192.0,117440512.0,28672.0,117.440512,0.028672,117.469184
/model/layers.5/mlp/Mul,Mul,0.0,0.0,28672.0,0.0,14336.0,0.0,0.5,0.0,0.0,"1x1x14336, 1x1x14336",1x1x14336,,28672.0,0.0,14336.0,57344.0,0.0,28672.0,0.0,0.028672,0.028672
/model/layers.5/mlp/down_proj/MatMul,MatMul,58720256.0,0.731,,,58720256.0,0.754,,,,1x1x14336,1x1x4096,14336x4096,14336.0,58720256.0,4096.0,28672.0,,,,,
/model/layers.5/Add_1,Add,0.0,0.0,8192.0,0.0,4096.0,0.0,0.5,0.0,0.0,"1x1x4096, 1x1x4096",1x1x4096,,8192.0,0.0,4096.0,16384.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.6/input_layernorm/Pow,Pow,0.0,0.0,,,4096.0,0.0,,,,1x1x4096,1x1x4096,,4096.0,0.0,4096.0,8192.0,,,,,
/model/layers.6/input_layernorm/ReduceMean,ReduceMean,0.0,0.0,,,1.0,0.0,,,,1x1x4096,1x1x1,,4096.0,0.0,1.0,8192.0,,,,,
/model/layers.6/input_layernorm/Add,Add,0.0,0.0,,,1.0,0.0,,,,1x1x1,1x1x1,,1.0,0.0,1.0,2.0,,,,,
/model/layers.6/input_layernorm/Sqrt,Sqrt,0.0,0.0,,,1.0,0.0,,,,1x1x1,1x1x1,,1.0,0.0,1.0,2.0,,,,,
/model/layers.6/input_layernorm/Div,Div,0.0,0.0,,,1.0,0.0,,,,1x1x1,1x1x1,,1.0,0.0,1.0,2.0,,,,,
/model/layers.6/input_layernorm/Mul,Mul,0.0,0.0,8192.0,0.0,4096.0,0.0,0.5,0.0,0.0,"1x1x4096, 1x1x1",1x1x4096,,4097.0,0.0,4096.0,8194.0,0.0,8192.0,0.0,0.008192,0.008192
/model/layers.6/input_layernorm/Mul_1,Mul,4096.0,0.0,,,4096.0,0.0,,,,1x1x4096,1x1x4096,4096,4096.0,4096.0,4096.0,8192.0,,,,,
/model/layers.6/self_attn/Shape,Shape,0.0,0.0,,,0.0,0.0,,,,1x1x4096,3,,4096.0,0.0,3.0,8192.0,,,,,
/model/layers.6/self_attn/Shape_1,Shape,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1x1x4096,3,,4096.0,0.0,3.0,8192.0,0.0,24.0,0.0,2.4e-05,2.4e-05
/model/layers.6/self_attn/q_proj/MatMul,MatMul,16777216.0,0.209,33562624.0,0.19,16777216.0,0.216,0.5,0.19,0.0,1x1x4096,1x1x4096,4096x4096,4096.0,16777216.0,4096.0,8192.0,33554432.0,8192.0,33.554432,0.008192,33.562624
/model/layers.6/self_attn/k_proj/MatMul,MatMul,4194304.0,0.052,,,4194304.0,0.054,,,,1x1x4096,1x1x1024,4096x1024,4096.0,4194304.0,1024.0,8192.0,,,,,
